band	id	simp	unit	missing
band9	L9-4166	透支	b79-m7-passive-causative	zh+en
band9	L9-4168	凸显	b79-m7-passive-causative	zh+en
band9	L9-4171	突击	b79-m7-passive-causative	zh+en
band9	L9-4172	突破口	b79-m7-passive-causative	zh+en
band9	L9-4176	图形	b79-m7-passive-causative	zh+en
band9	L9-4181	土匪	b79-m7-passive-causative	zh+en
band9	L9-4186	团员	b79-m7-passive-causative	zh+en
band9	L9-4187	团圆	b79-m7-passive-causative	zh+en
band9	L9-4193	推理	b79-m7-passive-causative	zh+en
band9	L9-4194	推敲	b79-m7-passive-causative	zh+en
band9	L9-4195	推算	b79-m7-passive-causative	zh+en
band9	L9-4197	推选	b79-m7-passive-causative	zh+en
band9	L9-4199	颓废	b79-m7-passive-causative	zh+en
band9	L9-4201	退却	b79-m7-passive-causative	zh+en
band9	L9-4202	退让	b79-m7-passive-causative	zh+en
band9	L9-4203	退缩	b79-m7-passive-causative	zh+en
band9	L9-4209	拖累	b79-m7-passive-causative	zh+en
band9	L9-4210	拖欠	b79-m7-passive-causative	zh+en
band9	L9-4222	拓宽	b79-m7-passive-causative	zh+en
band9	L9-4223	拓展	b79-m7-passive-causative	zh+en
band9	L9-4224	唾液	b79-m7-passive-causative	zh+en
band9	L9-4225	挖掘	b79-m7-passive-causative	zh+en
band9	L9-4229	歪曲	b79-m7-passive-causative	zh+en
band9	L9-4238	外企	b79-m7-passive-causative	zh+en
band9	L9-4241	外援	b79-m7-passive-causative	zh+en
band9	L9-4243	完备	b79-m7-passive-causative	zh+en
band9	L9-4252	挽救	b79-m7-passive-causative	zh+en
band9	L9-4253	晚间	b79-m7-passive-causative	zh+en
band9	L9-4255	晚期	b79-m7-passive-causative	zh+en
band9	L9-4256	惋惜	b79-m7-passive-causative	zh+en
band9	L9-4258	万古长青	b79-m7-passive-causative	zh+en
band9	L9-4261	万无一失	b79-m7-passive-causative	zh+en
band9	L9-4262	汪洋	b79-m7-passive-causative	zh+en
band9	L9-4265	王牌	b79-m7-passive-causative	zh+en
band9	L9-4266	网点	b79-m7-passive-causative	zh+en
band9	L9-4267	网民	b79-m7-passive-causative	zh+en
band9	L9-4282	威风	b79-m7-passive-causative	zh+en
band9	L9-4284	威慑	b79-m7-passive-causative	zh+en
band9	L9-4286	微不足道	b79-m7-passive-causative	zh+en
band9	L9-4287	微观	b79-m7-passive-causative	zh+en
band9	L9-4290	微型	b79-m7-passive-causative	zh+en
band9	L9-4293	违约	b79-m7-passive-causative	zh+en
band9	L9-4294	违章	b79-m7-passive-causative	zh+en
band9	L9-4303	委屈	b79-m7-passive-causative	zh+en
band9	L9-4304	委婉	b79-m7-passive-causative	zh+en
band9	L9-4308	卫视	b79-m7-passive-causative	zh+en
band9	L9-4310	未成年人	b79-m7-passive-causative	zh+en
band9	L9-4312	未免	b79-m7-passive-causative	zh+en
band9	L9-4313	未知数	b79-m7-passive-causative	zh+en
band9	L9-4315	味精	b79-m7-passive-causative	zh+en
band9	L9-4332	文凭	b79-m7-passive-causative	zh+en
band9	L9-4333	文人	b79-m7-passive-causative	zh+en
band9	L9-4336	文雅	b79-m7-passive-causative	zh+en
band9	L9-4338	蚊帐	b79-m7-passive-causative	zh+en
band9	L9-4341	吻合	b79-m7-discourse-chaining	zh+en
band9	L9-4342	紊乱	b79-m7-discourse-chaining	zh+en
band9	L9-4343	稳固	b79-m7-discourse-chaining	zh+en
band9	L9-4345	稳妥	b79-m7-discourse-chaining	zh+en
band9	L9-4346	稳重	b79-m7-discourse-chaining	zh+en
band9	L9-4348	问世	b79-m7-discourse-chaining	zh+en
band9	L9-4353	呜咽	b79-m7-discourse-chaining	zh+en
band9	L9-4357	无偿	b79-m7-discourse-chaining	zh+en
band9	L9-4359	无恶不作	b79-m7-discourse-chaining	zh+en
band9	L9-4367	无精打采	b79-m7-discourse-chaining	zh+en
band9	L9-4370	无可奈何	b79-m7-discourse-chaining	zh+en
band9	L9-4372	无力	b79-m7-discourse-chaining	zh+en
band9	L9-4377	无情无义	b79-m7-discourse-chaining	zh+en
band9	L9-4381	无所作为	b79-m7-discourse-chaining	zh+en
band9	L9-4387	无形中	b79-m7-discourse-chaining	zh+en
band9	L9-4393	无足轻重	b79-m7-discourse-chaining	zh+en
band9	L9-4394	五花八门	b79-m7-discourse-chaining	zh+en
band9	L9-4400	舞厅	b79-m7-discourse-chaining	zh+en
band9	L9-4403	务实	b79-m7-discourse-chaining	zh+en
band9	L9-4404	物流	b79-m7-discourse-chaining	zh+en
band9	L9-4406	物证	b79-m7-discourse-chaining	zh+en
band9	L9-4408	误差	b79-m7-discourse-chaining	zh+en
band9	L9-4410	误区	b79-m7-discourse-chaining	zh+en
band9	L9-4412	吸纳	b79-m7-discourse-chaining	zh+en
band9	L9-4415	息息相关	b79-m7-discourse-chaining	zh+en
band9	L9-4417	稀罕	b79-m7-discourse-chaining	zh+en
band9	L9-4421	熙熙攘攘	b79-m7-discourse-chaining	zh+en
band9	L9-4424	嬉笑	b79-m7-discourse-chaining	zh+en
band9	L9-4427	席位	b79-m7-discourse-chaining	zh+en
band9	L9-4430	洗涤剂	b79-m7-discourse-chaining	zh+en
band9	L9-4432	喜出望外	b79-m7-discourse-chaining	zh+en
band9	L9-4433	喜好	b79-m7-discourse-chaining	zh+en
band9	L9-4434	喜酒	b79-m7-discourse-chaining	zh+en
band9	L9-4435	喜怒哀乐	b79-m7-discourse-chaining	zh+en
band9	L9-4436	喜庆	b79-m7-discourse-chaining	zh+en
band9	L9-4437	喜事	b79-m7-discourse-chaining	zh+en
band9	L9-4438	喜糖	b79-m7-discourse-chaining	zh+en
band9	L9-4439	喜洋洋	b79-m7-discourse-chaining	zh+en
band9	L9-4441	细腻	b79-m7-discourse-chaining	zh+en
band9	L9-4442	细微	b79-m7-discourse-chaining	zh+en
band9	L9-4446	侠义	b79-m7-discourse-chaining	zh+en
band9	L9-4453	下岗	b79-m7-discourse-chaining	zh+en
band9	L9-4454	下功夫	b79-m7-discourse-chaining	zh+en
band9	L9-4455	下海	b79-m7-discourse-chaining	zh+en
band9	L9-4456	下级	b79-m7-discourse-chaining	zh+en
band9	L9-4460	下期	b79-m7-discourse-chaining	zh+en
band9	L9-4464	下属	b79-m7-discourse-chaining	zh+en
band9	L9-4465	下台	b79-m7-discourse-chaining	zh+en
band9	L9-4466	下调	b79-m7-discourse-chaining	zh+en
band9	L9-4467	下乡	b79-m7-discourse-chaining	zh+en
band9	L9-4468	下旬	b79-m7-discourse-chaining	zh+en
band9	L9-4470	下意识	b79-m7-discourse-chaining	zh+en
band9	L9-4472	下坠	b79-m7-discourse-chaining	zh+en
band9	L9-4475	夏令营	b79-m7-discourse-chaining	zh+en
band9	L9-4476	仙鹤	b79-m7-discourse-chaining	zh+en
band9	L9-4478	先例	b79-m7-discourse-chaining	zh+en
band9	L9-4483	鲜活	b79-m7-discourse-chaining	zh+en
band9	L9-4487	衔接	b79-m7-discourse-chaining	zh+en
band9	L9-4491	显赫	b79-m7-discourse-chaining	zh+en
band9	L9-4492	显示器	b79-m7-discourse-chaining	zh+en
band9	L9-4495	现成	b79-m7-discourse-chaining	zh+en
band9	L9-4506	馅儿	b79-m7-discourse-chaining	zh+en
band9	L9-4510	乡亲	b79-m7-discourse-chaining	zh+en
band9	L9-4513	相比之下	b79-m7-discourse-chaining	zh+en
band9	L9-4518	相对而言	b79-m7-discourse-chaining	zh+en
band9	L9-4519	相辅相成	b79-m7-discourse-chaining	zh+en
band9	L9-4520	相继	b79-m7-discourse-chaining	zh+en
band9	L9-4525	相依为命	b79-m7-discourse-chaining	zh+en
band9	L9-4527	相约	b79-m7-discourse-chaining	zh+en
band9	L9-4532	香油	b79-m7-discourse-chaining	zh+en
band9	L9-4534	镶嵌	b79-m7-discourse-chaining	zh+en
band9	L9-4536	祥和	b79-m7-discourse-chaining	zh+en
band9	L9-4541	响应	b79-m7-discourse-chaining	zh+en
band9	L9-4548	像样	b79-m7-discourse-chaining	zh+en
band9	L9-4549	橡胶	b79-m7-discourse-chaining	zh+en
band9	L9-4559	潇洒	b79-m8-legal	zh+en
band9	L9-4561	小贩	b79-m8-legal	zh+en
band9	L9-4563	小康	b79-m8-legal	zh+en
band9	L9-4565	小品	b79-m8-legal	zh+en
band9	L9-4568	小曲	b79-m8-legal	zh+en
band9	L9-4574	孝敬	b79-m8-legal	zh+en
band9	L9-4577	效仿	b79-m8-legal	zh+en
band9	L9-4579	效益	b79-m8-legal	zh+en
band9	L9-4582	协同	b79-m8-legal	zh+en
band9	L9-4583	协作	b79-m8-legal	zh+en
band9	L9-4586	挟持	b79-m8-legal	zh+en
band9	L9-4588	携手	b79-m8-legal	zh+en
band9	L9-4589	写照	b79-m8-legal	zh+en
band9	L9-4593	泄密	b79-m8-legal	zh+en
band9	L9-4594	泄气	b79-m8-legal	zh+en
band9	L9-4597	心爱	b79-m8-legal	zh+en
band9	L9-4598	心安理得	b79-m8-legal	zh+en
band9	L9-4599	心病	b79-m8-legal	zh+en
band9	L9-4602	心慌	b79-m8-legal	zh+en
band9	L9-4603	心急如焚	b79-m8-legal	zh+en
band9	L9-4605	心灵手巧	b79-m8-legal	zh+en
band9	L9-4607	心声	b79-m8-legal	zh+en
band9	L9-4611	心想事成	b79-m8-legal	zh+en
band9	L9-4613	心血	b79-m8-legal	zh+en
band9	L9-4614	心眼儿	b79-m8-legal	zh+en
band9	L9-4616	芯片	b79-m8-legal	zh+en
band9	L9-4618	辛酸	b79-m8-legal	zh+en
band9	L9-4619	欣慰	b79-m8-legal	zh+en
band9	L9-4621	欣欣向荣	b79-m8-legal	zh+en
band9	L9-4622	新潮	b79-m8-legal	zh+en
band9	L9-4623	新陈代谢	b79-m8-legal	zh+en
band9	L9-4628	新式	b79-m8-legal	zh+en
band9	L9-4631	信贷	b79-m8-legal	zh+en
band9	L9-4636	兴建	b79-m8-legal	zh+en
band9	L9-4641	刑法	b79-m8-legal	zh+en
band9	L9-4642	行使	b79-m8-legal	zh+en
band9	L9-4645	形形色色	b79-m8-legal	zh+en
band9	L9-4646	形影不离	b79-m8-legal	zh+en
band9	L9-4649	醒悟	b79-m8-legal	zh+en
band9	L9-4650	兴高采烈	b79-m8-legal	zh+en
band9	L9-4654	幸亏	b79-m8-legal	zh+en
band9	L9-4660	凶残	b79-m8-legal	zh+en
band9	L9-4661	凶恶	b79-m8-legal	zh+en
band9	L9-4662	凶狠	b79-m8-legal	zh+en
band9	L9-4664	汹涌	b79-m8-legal	zh+en
band9	L9-4665	胸膛	b79-m8-legal	zh+en
band9	L9-4666	胸有成竹	b79-m8-legal	zh+en
band9	L9-4667	雄厚	b79-m8-legal	zh+en
band9	L9-4668	休克	b79-m8-legal	zh+en
band9	L9-4669	休眠	b79-m8-legal	zh+en
band9	L9-4670	休想	b79-m8-legal	zh+en
band9	L9-4672	修补	b79-m8-legal	zh+en
band9	L9-4675	修路	b79-m8-legal	zh+en
band9	L9-4676	修正	b79-m8-legal	zh+en
band9	L9-4679	秀美	b79-m8-legal	zh+en
band9	L9-4693	徐徐	b79-m8-legal	zh+en
band9	L9-4695	许可证	b79-m8-legal	zh+en
band9	L9-4696	旭日	b79-m8-legal	zh+en
band9	L9-4698	序幕	b79-m8-legal	zh+en
band9	L9-4702	絮叨	b79-m8-legal	zh+en
band9	L9-4703	宣称	b79-m8-legal	zh+en
band9	L9-4704	宣读	b79-m8-legal	zh+en
band9	L9-4707	宣泄	b79-m8-legal	zh+en
band9	L9-4708	宣言	b79-m8-legal	zh+en
band9	L9-4710	喧哗	b79-m8-legal	zh+en
band9	L9-4711	喧闹	b79-m8-legal	zh+en
band9	L9-4712	玄	b79-m8-legal	zh+en
band9	L9-4713	玄机	b79-m8-legal	zh+en
band9	L9-4715	悬念	b79-m8-legal	zh+en
band9	L9-4716	悬殊	b79-m8-legal	zh+en
band9	L9-4719	旋涡	b79-m8-legal	zh+en
band9	L9-4720	选民	b79-m8-legal	zh+en
band9	L9-4722	选用	b79-m8-legal	zh+en
band9	L9-4726	穴位	b79-m8-legal	zh+en
band9	L9-4728	学士	b79-m8-legal	zh+en
band9	L9-4730	学堂	b79-m8-legal	zh+en
band9	L9-4732	学艺	b79-m8-legal	zh+en
band9	L9-4733	学子	b79-m8-legal	zh+en
band9	L9-4734	雪山	b79-m8-legal	zh+en
band9	L9-4735	雪上加霜	b79-m8-legal	zh+en
band9	L9-4736	血脉	b79-m8-legal	zh+en
band9	L9-4737	血栓	b79-m8-legal	zh+en
band9	L9-4739	血缘	b79-m8-legal	zh+en
band9	L9-4740	勋章	b79-m8-legal	zh+en
band9	L9-4742	熏陶	b79-m8-legal	zh+en
band9	L9-4745	寻觅	b79-m8-legal	zh+en
band9	L9-4746	巡逻	b79-m8-legal	zh+en
band9	L9-4751	丫头	b79-m8-legal	zh+en
band9	L9-4752	压倒	b79-m8-legal	zh+en
band9	L9-4762	咽喉	b79-m8-legal	zh+en
band9	L9-4767	延缓	b79-m8-legal	zh+en
band9	L9-4769	严谨	b79-m8-legal	zh+en
band9	L9-4772	严密	b79-m8-legal	zh+en
band9	L9-4773	言辞	b79-m8-legal	zh+en
band9	L9-4778	炎症	b79-m8-medical	zh+en
band9	L9-4780	沿途	b79-m8-medical	zh+en
band9	L9-4781	沿线	b79-m8-medical	zh+en
band9	L9-4783	阎王	b79-m8-medical	zh+en
band9	L9-4788	眼红	b79-m8-medical	zh+en
band9	L9-4790	眼色	b79-m8-medical	zh+en
band9	L9-4794	演播室	b79-m8-medical	zh+en
band9	L9-4796	演练	b79-m8-medical	zh+en
band9	L9-4797	演示	b79-m8-medical	zh+en
band9	L9-4800	演戏	b79-m8-medical	zh+en
band9	L9-4801	演艺圈	b79-m8-medical	zh+en
band9	L9-4802	演绎	b79-m8-medical	zh+en
band9	L9-4806	艳丽	b79-m8-medical	zh+en
band9	L9-4808	验收	b79-m8-medical	zh+en
band9	L9-4812	秧歌	b79-m8-medical	zh+en
band9	L9-4815	杨树	b79-m8-medical	zh+en
band9	L9-4816	洋溢	b79-m8-medical	zh+en
band9	L9-4818	养老金	b79-m8-medical	zh+en
band9	L9-4820	养生	b79-m8-medical	zh+en
band9	L9-4821	养殖	b79-m8-medical	zh+en
band9	L9-4825	样品	b79-m8-medical	zh+en
band9	L9-4826	妖怪	b79-m8-medical	zh+en
band9	L9-4828	窑	b79-m8-medical	zh+en
band9	L9-4834	摇摇欲坠	b79-m8-medical	zh+en
band9	L9-4837	药材	b79-m8-medical	zh+en
band9	L9-4852	野炊	b79-m8-medical	zh+en
band9	L9-4859	业绩	b79-m8-medical	zh+en
band9	L9-4865	夜总会	b79-m8-medical	zh+en
band9	L9-4866	液晶	b79-m8-medical	zh+en
band9	L9-4875	依托	b79-m8-medical	zh+en
band9	L9-4876	依依不舍	b79-m8-medical	zh+en
band9	L9-4878	一刹那	b79-m8-medical	zh+en
band9	L9-4881	一度	b79-m8-medical	zh+en
band9	L9-4883	一概而论	b79-m8-medical	zh+en
band9	L9-4884	一个劲儿	b79-m8-medical	zh+en
band9	L9-4885	一晃	b79-m8-medical	zh+en
band9	L9-4886	一技之长	b79-m8-medical	zh+en
band9	L9-4889	一事无成	b79-m8-medical	zh+en
band9	L9-4891	一味	b79-m8-medical	zh+en
band9	L9-4895	怡然自得	b79-m8-medical	zh+en
band9	L9-4897	移交	b79-m8-medical	zh+en
band9	L9-4901	遗体	b79-m8-medical	zh+en
band9	L9-4903	遗物	b79-m8-medical	zh+en
band9	L9-4904	遗愿	b79-m8-medical	zh+en
band9	L9-4907	疑点	b79-m8-medical	zh+en
band9	L9-4909	疑虑	b79-m8-medical	zh+en
band9	L9-4912	以身作则	b79-m8-medical	zh+en
band9	L9-4917	一长一短	b79-m8-medical	zh+en
band9	L9-4919	一筹莫展	b79-m8-medical	zh+en
band9	L9-4922	一鼓作气	b79-m8-medical	zh+en
band9	L9-4926	一经	b79-m8-medical	zh+en
band9	L9-4929	一卡通	b79-m8-medical	zh+en
band9	L9-4930	一揽子	b79-m8-medical	zh+en
band9	L9-4933	一毛不拔	b79-m8-medical	zh+en
band9	L9-4936	一如既往	b79-m8-medical	zh+en
band9	L9-4937	一声不吭	b79-m8-medical	zh+en
band9	L9-4948	一言一行	b79-m8-medical	zh+en
band9	L9-4950	一应俱全	b79-m8-medical	zh+en
band9	L9-4952	义工	b79-m8-medical	zh+en
band9	L9-4957	屹立	b79-m8-medical	zh+en
band9	L9-4959	异口同声	b79-m8-medical	zh+en
band9	L9-4963	抑扬顿挫	b79-m8-medical	zh+en
band9	L9-4965	抑郁症	b79-m8-medical	zh+en
band9	L9-4968	易拉罐	b79-m8-medical	zh+en
band9	L9-4974	意向	b79-m8-medical	zh+en
band9	L9-4977	毅然	b79-m8-medical	zh+en
band9	L9-4980	阴性	b79-m8-medical	zh+en
band9	L9-4982	殷勤	b79-m8-medical	zh+en
band9	L9-4985	引经据典	b79-m8-medical	zh+en
band9	L9-4986	引领	b79-m8-medical	zh+en
band9	L9-4988	引人入胜	b79-m8-medical	zh+en
band9	L9-4992	引诱	b79-m8-business-analytics	zh+en
band9	L9-4995	隐蔽	b79-m8-business-analytics	zh+en
band9	L9-4996	隐患	b79-m8-business-analytics	zh+en
band9	L9-5001	隐性	b79-m8-business-analytics	zh+en
band9	L9-5005	印章	b79-m8-business-analytics	zh+en
band9	L9-5006	印证	b79-m8-business-analytics	zh+en
band9	L9-5013	迎合	b79-m8-business-analytics	zh+en
band9	L9-5014	荧光	b79-m8-business-analytics	zh+en
band9	L9-5020	应酬	b79-m8-business-analytics	zh+en
band9	L9-5026	硬朗	b79-m8-business-analytics	zh+en
band9	L9-5028	拥护	b79-m8-business-analytics	zh+en
band9	L9-5030	庸俗	b79-m8-business-analytics	zh+en
band9	L9-5034	勇往直前	b79-m8-business-analytics	zh+en
band9	L9-5035	勇于	b79-m8-business-analytics	zh+en
band9	L9-5037	涌入	b79-m8-business-analytics	zh+en
band9	L9-5038	涌现	b79-m8-business-analytics	zh+en
band9	L9-5039	踊跃	b79-m8-business-analytics	zh+en
band9	L9-5049	优越	b79-m8-business-analytics	zh+en
band9	L9-5055	尤为	b79-m8-business-analytics	zh+en
band9	L9-5056	由此看来	b79-m8-business-analytics	zh+en
band9	L9-5058	由来	b79-m8-business-analytics	zh+en
band9	L9-5059	由衷	b79-m8-business-analytics	zh+en
band9	L9-5060	邮编	b79-m8-business-analytics	zh+en
band9	L9-5065	游船	b79-m8-business-analytics	zh+en
band9	L9-5071	有的放矢	b79-m8-business-analytics	zh+en
band9	L9-5073	有口无心	b79-m8-business-analytics	zh+en
band9	L9-5074	有两下子	b79-m8-business-analytics	zh+en
band9	L9-5075	有声有色	b79-m8-business-analytics	zh+en
band9	L9-5081	有序	b79-m8-business-analytics	zh+en
band9	L9-5088	诱发	b79-m8-business-analytics	zh+en
band9	L9-5093	余额	b79-m8-business-analytics	zh+en
band9	L9-5096	逾期	b79-m8-business-analytics	zh+en
band9	L9-5098	愚公移山	b79-m8-business-analytics	zh+en
band9	L9-5106	予以	b79-m8-business-analytics	zh+en
band9	L9-5115	预赛	b79-m8-business-analytics	zh+en
band9	L9-5117	预售	b79-m8-business-analytics	zh+en
band9	L9-5125	遇险	b79-m8-business-analytics	zh+en
band9	L9-5127	寓意	b79-m8-business-analytics	zh+en
band9	L9-5131	冤	b79-m8-business-analytics	zh+en
band9	L9-5132	冤枉	b79-m8-business-analytics	zh+en
band9	L9-5133	渊源	b79-m8-business-analytics	zh+en
band9	L9-5134	元老	b79-m8-business-analytics	zh+en
band9	L9-5135	元首	b79-m8-business-analytics	zh+en
band9	L9-5141	原型	b79-m8-business-analytics	zh+en
band9	L9-5142	原汁原味	b79-m8-business-analytics	zh+en
band9	L9-5143	原装	b79-m8-business-analytics	zh+en
band9	L9-5149	源源不断	b79-m8-business-analytics	zh+en
band9	L9-5152	远近闻名	b79-m8-business-analytics	zh+en
band9	L9-5154	怨气	b79-m8-business-analytics	zh+en
band9	L9-5155	怨言	b79-m8-business-analytics	zh+en
band9	L9-5156	院士	b79-m8-business-analytics	zh+en
band9	L9-5157	曰	b79-m8-business-analytics	zh+en
band9	L9-5158	约定俗成	b79-m8-business-analytics	zh+en
band9	L9-5160	月票	b79-m8-business-analytics	zh+en
band9	L9-5162	岳父	b79-m8-business-analytics	zh+en
band9	L9-5166	越发	b79-m8-business-analytics	zh+en
band9	L9-5169	陨石	b79-m8-business-analytics	zh+en
band9	L9-5177	韵味	b79-m8-business-analytics	zh+en
band9	L9-5178	蕴藏	b79-m8-business-analytics	zh+en
band9	L9-5179	蕴涵	b79-m8-business-analytics	zh+en
band9	L9-5182	杂乱无章	b79-m8-business-analytics	zh+en
band9	L9-5187	再度	b79-m8-business-analytics	zh+en
band9	L9-5188	再现	b79-m8-business-analytics	zh+en
band9	L9-5191	在职	b79-m8-business-analytics	zh+en
band9	L9-5192	载体	b79-m8-business-analytics	zh+en
band9	L9-5195	赞不绝口	b79-m8-business-analytics	zh+en
band9	L9-5197	赞叹	b79-m8-business-analytics	zh+en
band9	L9-5198	赞叹不已	b79-m8-business-analytics	zh+en
band9	L9-5200	赞许	b79-m8-business-analytics	zh+en
band9	L9-5206	早年	b79-m8-business-analytics	zh+en
band9	L9-5208	枣	b79-m8-business-analytics	zh+en
band9	L9-5211	造价	b79-listening	zh+en
band9	L9-5213	造纸术	b79-listening	zh+en
band9	L9-5221	增收	b79-listening	zh+en
band9	L9-5223	扎根	b79-listening	zh+en
band9	L9-5224	渣子	b79-listening	zh+en
band9	L9-5231	债务	b79-listening	zh+en
band9	L9-5232	占卜	b79-listening	zh+en
band9	L9-5234	沾光	b79-listening	zh+en
band9	L9-5236	瞻仰	b79-listening	zh+en
band9	L9-5238	斩草除根	b79-listening	zh+en
band9	L9-5240	展出	b79-listening	zh+en
band9	L9-5248	张灯结彩	b79-listening	zh+en
band9	L9-5249	张贴	b79-listening	zh+en
band9	L9-5250	张扬	b79-listening	zh+en
band9	L9-5255	帐子	b79-listening	zh+en
band9	L9-5259	招标	b79-listening	zh+en
band9	L9-5261	招待会	b79-listening	zh+en
band9	L9-5262	招揽	b79-listening	zh+en
band9	L9-5267	朝气蓬勃	b79-listening	zh+en
band9	L9-5268	朝三暮四	b79-listening	zh+en
band9	L9-5269	朝夕相处	b79-listening	zh+en
band9	L9-5272	召集	b79-listening	zh+en
band9	L9-5273	兆头	b79-listening	zh+en
band9	L9-5274	照办	b79-listening	zh+en
band9	L9-5280	肇事	b79-listening	zh+en
band9	L9-5281	折腾	b79-listening	zh+en
band9	L9-5285	折合	b79-listening	zh+en
band9	L9-5288	折射	b79-listening	zh+en
band9	L9-5289	这会儿	b79-listening	zh+en
band9	L9-5290	这样一来	b79-listening	zh+en
band9	L9-5291	针锋相对	b79-listening	zh+en
band9	L9-5295	珍视	b79-listening	zh+en
band9	L9-5296	珍重	b79-listening	zh+en
band9	L9-5298	真空	b79-listening	zh+en
band9	L9-5300	真是的	b79-listening	zh+en
band9	L9-5302	真挚	b79-listening	zh+en
band9	L9-5305	阵容	b79-listening	zh+en
band9	L9-5306	阵营	b79-listening	zh+en
band9	L9-5308	振兴	b79-listening	zh+en
band9	L9-5317	争光	b79-listening	zh+en
band9	L9-5318	争气	b79-listening	zh+en
band9	L9-5319	争先恐后	b79-listening	zh+en
band9	L9-5322	征集	b79-listening	zh+en
band9	L9-5323	征收	b79-listening	zh+en
band9	L9-5325	症结	b79-listening	zh+en
band9	L9-5329	整合	b79-listening	zh+en
band9	L9-5334	正视	b79-listening	zh+en
band9	L9-5338	郑重	b79-listening	zh+en
band9	L9-5343	支柱	b79-listening	zh+en
band9	L9-5351	肢体	b79-listening	zh+en
band9	L9-5353	执法	b79-listening	zh+en
band9	L9-5356	执着	b79-listening	zh+en
band9	L9-5358	直达	b79-listening	zh+en
band9	L9-5359	直观	b79-listening	zh+en
band9	L9-5366	职业病	b79-listening	zh+en
band9	L9-5368	止步	b79-listening	zh+en
band9	L9-5380	指引	b79-listening	zh+en
band9	L9-5383	志气	b79-listening	zh+en
band9	L9-5385	制裁	b79-listening	zh+en
band9	L9-5387	制品	b79-listening	zh+en
band9	L9-5389	质地	b79-listening	zh+en
band9	L9-5391	质问	b79-listening	zh+en
band9	L9-5393	治学	b79-listening	zh+en
band9	L9-5396	致辞	b79-listening	zh+en
band9	L9-5398	致敬	b79-listening	zh+en
band9	L9-5403	窒息	b79-listening	zh+en
band9	L9-5404	智商	b79-listening	zh+en
band9	L9-5406	滞留	b79-listening	zh+en
band9	L9-5408	中国画	b79-listening	zh+en
band9	L9-5411	中型	b79-listening	zh+en
band9	L9-5412	中性	b79-listening	zh+en
band9	L9-5416	忠诚	b79-listening	zh+en
band9	L9-5419	忠贞	b79-listening	zh+en
band9	L9-5426	仲裁	b79-speaking	zh+en
band9	L9-5429	众志成城	b79-speaking	zh+en
band9	L9-5430	重创	b79-speaking	zh+en
band9	L9-5431	重量级	b79-speaking	zh+en
band9	L9-5434	重心	b79-speaking	zh+en
band9	L9-5435	重型	b79-speaking	zh+en
band9	L9-5436	重中之重	b79-speaking	zh+en
band9	L9-5439	周密	b79-speaking	zh+en
band9	L9-5440	周旋	b79-speaking	zh+en
band9	L9-5443	骤然	b79-speaking	zh+en
band9	L9-5444	朱红	b79-speaking	zh+en
band9	L9-5448	竹竿	b79-speaking	zh+en
band9	L9-5449	逐年	b79-speaking	zh+en
band9	L9-5451	主编	b79-speaking	zh+en
band9	L9-5453	主力	b79-speaking	zh+en
band9	L9-5455	主人公	b79-speaking	zh+en
band9	L9-5457	主题歌	b79-speaking	zh+en
band9	L9-5458	主演	b79-speaking	zh+en
band9	L9-5463	嘱咐	b79-speaking	zh+en
band9	L9-5464	瞩目	b79-speaking	zh+en
band9	L9-5465	助威	b79-speaking	zh+en
band9	L9-5467	住户	b79-speaking	zh+en
band9	L9-5470	贮藏	b79-speaking	zh+en
band9	L9-5474	铸造	b79-speaking	zh+en
band9	L9-5478	专长	b79-speaking	zh+en
band9	L9-5479	专程	b79-speaking	zh+en
band9	L9-5480	专柜	b79-speaking	zh+en
band9	L9-5482	专卖店	b79-speaking	zh+en
band9	L9-5483	专人	b79-speaking	zh+en
band9	L9-5487	专著	b79-speaking	zh+en
band9	L9-5491	转机	b79-speaking	zh+en
band9	L9-5493	转型	b79-speaking	zh+en
band9	L9-5496	转载	b79-speaking	zh+en
band9	L9-5500	传记	b79-speaking	zh+en
band9	L9-5501	转悠	b79-speaking	zh+en
band9	L9-5505	庄园	b79-speaking	zh+en
band9	L9-5507	装扮	b79-speaking	zh+en
band9	L9-5510	壮胆	b79-speaking	zh+en
band9	L9-5512	壮实	b79-speaking	zh+en
band9	L9-5513	状元	b79-speaking	zh+en
band9	L9-5520	追尾	b79-speaking	zh+en
band9	L9-5521	追问	b79-speaking	zh+en
band9	L9-5522	追逐	b79-speaking	zh+en
band9	L9-5527	拙劣	b79-speaking	zh+en
band9	L9-5529	灼热	b79-speaking	zh+en
band9	L9-5531	酌情	b79-speaking	zh+en
band9	L9-5532	着力	b79-speaking	zh+en
band9	L9-5533	着落	b79-speaking	zh+en
band9	L9-5534	着实	b79-speaking	zh+en
band9	L9-5538	着眼于	b79-speaking	zh+en
band9	L9-5540	姿势	b79-speaking	zh+en
band9	L9-5545	资深	b79-speaking	zh+en
band9	L9-5547	滋润	b79-speaking	zh+en
band9	L9-5549	子弟	b79-speaking	zh+en
band9	L9-5550	子孙	b79-speaking	zh+en
band9	L9-5554	自费	b79-speaking	zh+en
band9	L9-5555	自负	b79-speaking	zh+en
band9	L9-5556	自理	b79-speaking	zh+en
band9	L9-5562	自如	b79-speaking	zh+en
band9	L9-5563	自始至终	b79-speaking	zh+en
band9	L9-5568	自信心	b79-speaking	zh+en
